species,decimalLatitude,decimalLongitude,eventDate,parsed_date,temperature_max_C,temperature_min_C,temperature_mean_C,precipitation_mm,rain_mm,precipitation_hours,windspeed_max_kmh,windgusts_max_kmh,sunshine_duration_s
Mikania micrantha,12.989436,101.150915,2024-01-09T09:06:06,2024-01-09,34.1,22.0,27.3,0.0,0.0,0.0,18.6,36.7,38392.79
Mikania micrantha,14.510946,121.034203,2023-05-30T17:10:37,2023-05-30,33.0,26.6,29.3,3.9,3.9,13.0,36.6,65.5,43110.14
Mikania micrantha,7.785581,98.329217,2023-12-09T16:58,2023-12-09,30.3,25.4,27.4,8.3,8.3,8.0,13.9,30.6,36000.0
Mikania micrantha,-8.68502,115.156822,2023-08-19T09:59:45,2023-08-19,27.5,20.9,24.1,0.3,0.3,3.0,22.7,47.5,39458.18
Mikania micrantha,13.908613,100.480138,2023-12-06T13:18,2023-12-06,33.2,23.8,28.0,23.1,23.1,6.0,20.2,36.0,36495.36
Mikania micrantha,3.145636,101.688399,2023-12-08T14:21:04,2023-12-08,32.6,23.5,27.0,1.2,1.2,8.0,11.5,22.0,38319.46
Mikania micrantha,8.700842,98.244417,2023-12-19T16:30:06,2023-12-19,31.8,24.2,27.1,0.2,0.2,2.0,12.9,35.6,39011.66
Mikania micrantha,18.183898,97.934987,2023-11-30,2023-11-30,31.6,19.8,24.9,0.0,0.0,0.0,10.2,25.2,28377.06
Mikania micrantha,7.779792,98.323503,2023-12-14T10:57,2023-12-14,30.0,25.8,27.6,2.0,2.0,8.0,21.1,47.5,38949.52
Mikania micrantha,19.291051,97.959406,2023-11-30,2023-11-30,31.1,18.3,24.3,0.0,0.0,0.0,6.9,21.2,35736.26
Mikania micrantha,12.825111,99.365153,2023-11-17T11:44,2023-11-17,20.1,17.0,18.5,9.1,9.1,15.0,23.5,64.4,14756.87
Mikania micrantha,14.65098,121.041949,2023-11-24T17:16:27,2023-11-24,31.4,24.2,27.5,1.1,1.1,7.0,11.8,36.7,37717.23
Mikania micrantha,12.98709,99.735094,2023-02-17T18:09:27,2023-02-17,28.0,22.1,24.9,0.0,0.0,0.0,16.3,32.8,24832.68
Mikania micrantha,19.367092,98.977651,2023-02-12T15:27:03,2023-02-12,32.5,14.3,23.1,0.0,0.0,0.0,5.9,21.2,38618.56
Mikania micrantha,2.941202,101.670218,2023-09-22T09:52:09,2023-09-22,28.0,22.8,25.0,15.0,15.0,14.0,14.9,28.8,4887.47
Mikania micrantha,13.84425,100.677392,2023-04-11T13:24:51,2023-04-11,35.9,28.1,30.8,7.4,7.4,2.0,15.9,29.9,40705.31
Mikania micrantha,14.639055,121.076045,2023-03-03T13:37:49,2023-03-03,29.0,20.6,24.5,0.0,0.0,0.0,17.0,36.7,39023.74
Mikania micrantha,14.366908,101.405433,2023-10-29T07:33:28,2023-10-29,23.4,18.1,19.8,1.4,1.4,6.0,9.2,32.0,29498.04
Mikania micrantha,2.928044,101.700523,2023-05-25T17:10:22,2023-05-25,31.4,24.4,27.8,0.7,0.7,4.0,9.9,23.4,38538.37
Mikania micrantha,7.041003,122.012772,2023-10-22T08:07,2023-10-22,23.9,18.7,20.8,21.4,21.4,17.0,7.2,24.5,29407.53
Mikania micrantha,6.050667,116.45565,2023-10-16T14:16,2023-10-16,26.5,19.6,22.8,2.7,2.7,5.0,11.5,30.6,28800.0
Mikania micrantha,13.908779,100.479623,2023-12-08T12:22,2023-12-08,31.4,22.9,26.9,0.0,0.0,0.0,7.2,17.6,37258.94
Mikania micrantha,18.745232,98.908284,2023-11-21,2023-11-21,27.0,17.5,21.9,0.0,0.0,0.0,8.6,25.6,37092.48
Mikania micrantha,8.909558,98.525658,2022-12-25T12:41,2022-12-25,29.1,22.9,25.3,0.0,0.0,0.0,21.3,53.3,39131.65
Mikania micrantha,10.398759,123.919735,2023-02-28T14:57,2023-02-28,28.6,24.2,26.1,1.7,1.7,10.0,23.8,46.1,40423.96
Mikania micrantha,1.454661,103.901131,2023-11-04T09:49:42,2023-11-04,30.5,23.4,26.8,11.4,11.4,7.0,10.2,23.4,30119.87
Mikania micrantha,1.572022,110.299717,2023-04-29T14:43:25,2023-04-29,31.1,24.0,26.4,3.9,3.9,12.0,9.0,22.3,38480.44
Mikania micrantha,2.882906,101.793114,2023-05-26T10:12,2023-05-26,31.5,23.9,26.7,11.7,11.7,10.0,12.7,25.6,31083.99
Mikania micrantha,7.778287,98.297731,2023-12-04T16:14:14,2023-12-04,29.2,25.4,26.9,1.1,1.1,9.0,20.8,45.4,35865.13
Mikania micrantha,6.856422,101.25245,2023-11-28T14:36:12,2023-11-28,28.0,23.0,25.5,22.6,22.6,18.0,23.4,46.8,19353.06
Mikania micrantha,18.779392,99.032564,2023-05-01T13:41:58,2023-05-01,33.5,24.6,28.4,0.3,0.3,1.0,10.8,30.6,41294.42
Mikania micrantha,-7.691079,110.244092,2023-11-12T16:56,2023-11-12,28.5,21.9,24.3,13.7,13.7,14.0,10.0,24.5,20152.0
Mikania micrantha,2.959028,101.666274,2023-10-16T17:22:08,2023-10-16,28.3,24.0,25.7,34.2,34.2,13.0,9.7,23.8,3073.68
Mikania micrantha,13.450295,99.944062,2023-10-13T17:34:55,2023-10-13,32.2,24.2,27.7,2.5,2.5,5.0,10.9,22.7,36523.2
Mikania micrantha,2.938159,101.723139,2023-10-10T17:38:44,2023-10-10,29.5,23.4,25.9,61.9,61.9,13.0,15.1,25.2,24834.24
Mikania micrantha,7.781075,98.309953,2023-09-13T01:18,2023-09-13,29.8,26.7,28.1,2.5,2.5,9.0,14.7,35.3,37763.02
Mikania micrantha,0.73415,127.80365,2022-09-14T15:48:57,2022-09-14,29.5,23.1,25.3,14.3,14.3,10.0,7.9,21.2,32052.61
Mikania micrantha,5.357412,100.3069,2023-08-26T09:40:35,2023-08-26,28.1,22.7,25.6,10.0,10.0,14.0,12.1,32.0,39600.0
Mikania micrantha,5.807213,101.822118,2023-08-03T12:05:59,2023-08-03,30.4,22.2,25.6,6.8,6.8,7.0,6.9,20.5,17523.72
Mikania micrantha,-1.95,103.25,2017/2018,2017-01-01,30.5,24.1,26.8,2.5,2.5,7.0,10.4,29.9,38229.16
Mikania micrantha,-8.499362,115.25148,2023-06-09T16:57:58,2023-06-09,28.1,22.1,24.7,0.3,0.3,3.0,11.5,29.2,35727.73
Mikania micrantha,-6.909843,107.862056,2023-06-18T13:22,2023-06-18,25.5,18.1,21.1,6.0,6.0,8.0,9.9,24.5,35658.46
Mikania micrantha,2.970079,101.695107,2023-05-18T15:27:35,2023-05-18,31.0,24.5,27.3,9.9,9.9,7.0,17.8,33.1,33441.82
Mikania micrantha,-8.49456,115.259392,2023-06-18T17:36:28,2023-06-18,28.9,20.8,24.3,0.0,0.0,0.0,12.9,32.0,38805.78
Mikania micrantha,14.510963,121.034264,2023-06-01T16:02:07,2023-06-01,32.1,26.4,29.1,3.9,3.9,9.0,30.2,54.0,43146.3
Mikania micrantha,3.294732,101.73078,2023-05-19T08:43:28,2023-05-19,30.2,23.6,26.7,0.6,0.6,3.0,16.3,32.4,33715.72
Mikania micrantha,3.036958,101.697186,2023-05-05T11:35:27,2023-05-05,31.4,24.4,27.4,10.5,10.5,14.0,14.2,28.4,33048.99
Mikania micrantha,3.294763,101.73082,2023-05-19T08:44:50,2023-05-19,30.9,24.4,27.4,0.6,0.6,3.0,16.3,32.4,33715.72
Mikania micrantha,14.604808,121.26243,2021-01-15T11:58:27,2021-01-15,28.7,21.9,24.9,0.0,0.0,0.0,15.6,36.4,36099.77
Mikania micrantha,12.045,102.376,2023-02-15,2023-02-15,26.5,22.1,24.8,16.9,16.9,10.0,15.0,40.3,23084.07
Mikania micrantha,19.175,99.033,2019-12-18,2019-12-18,30.4,15.9,22.5,0.0,0.0,0.0,9.3,22.0,36201.63
Mikania micrantha,2.923183,101.703012,2023-05-31T15:13:13,2023-05-31,32.4,24.2,28.3,2.8,2.8,5.0,11.2,25.2,38836.23
Mikania micrantha,3.292942,101.73008,2023-05-26T09:42:06,2023-05-26,30.0,22.8,26.1,4.1,4.1,8.0,15.7,32.8,32389.96
Mikania micrantha,2.962144,101.695654,2023-05-25T10:27:03,2023-05-25,32.0,24.6,28.1,0.1,0.1,1.0,11.6,26.3,38481.23
Mikania micrantha,-3.780567,115.437698,2023-05-24T13:53,2023-05-24,29.8,24.4,27.2,3.8,3.8,8.0,11.1,26.6,39554.6
Mikania micrantha,2.896636,101.664212,2023-05-30T13:36:34,2023-05-30,33.5,25.0,29.1,0.0,0.0,0.0,11.4,24.8,41354.95
Mikania micrantha,3.037143,101.697057,2023-05-05T11:38:45,2023-05-05,31.4,24.4,27.4,10.5,10.5,14.0,14.2,28.4,33048.99
Mikania micrantha,3.173353,101.502078,2023-04-29T13:59:42,2023-04-29,31.0,23.9,26.5,6.4,6.4,13.0,10.4,20.5,28214.99
Mikania micrantha,3.173347,101.502144,2023-04-29T14:00:23,2023-04-29,31.0,23.9,26.5,6.4,6.4,13.0,10.4,20.5,28214.99
Mikania micrantha,13.413133,99.948953,2023-04-28T09:33:35,2023-04-28,34.3,25.7,30.1,1.3,1.3,2.0,18.4,34.9,41890.41
Mikania micrantha,-6.886115,107.766225,2023-04-26T13:29,2023-04-26,24.6,17.4,20.8,11.4,11.4,10.0,7.2,26.6,18520.5
Mikania micrantha,5.877157,117.94323,2023-04-05T07:26,2023-04-05,31.0,22.9,26.5,2.0,2.0,8.0,10.1,28.4,39395.69
Mikania micrantha,5.946763,116.046915,2023-04-05T17:07,2023-04-05,29.9,24.4,26.9,0.8,0.8,4.0,8.2,22.7,36000.0
Mikania micrantha,5.877157,117.94323,2023-04-05T07:25,2023-04-05,31.0,22.9,26.5,2.0,2.0,8.0,10.1,28.4,39395.69
Mikania micrantha,5.817983,116.342532,2023-03-30T11:15,2023-03-30,19.0,11.3,14.8,13.1,13.1,15.0,8.4,34.9,31779.54
Mikania micrantha,5.871213,117.942327,2023-04-04T08:25,2023-04-04,31.4,22.9,26.1,0.4,0.4,4.0,10.4,28.4,38572.57
Mikania micrantha,-8.257625,115.074836,2022-12-03T15:12:04,2022-12-03,22.5,17.4,19.2,16.6,16.6,12.0,6.8,24.1,23461.5
Mikania micrantha,10.268467,122.844612,2023-04-05T07:57:39,2023-04-05,32.0,23.7,27.4,0.1,0.1,1.0,21.3,38.5,41668.91
Mikania micrantha,10.675894,122.949532,2023-04-08T16:55:46,2023-04-08,32.6,25.5,28.2,0.8,0.8,4.0,27.2,50.0,41786.8
Mikania micrantha,6.856437,101.252472,2023-03-21T15:11:20,2023-03-21,33.5,24.0,28.1,0.6,0.6,4.0,21.2,41.4,39950.02
Mikania micrantha,14.593972,120.96952,2022-12-26T10:36:21,2022-12-26,27.7,21.8,24.4,0.0,0.0,0.0,15.5,32.4,27973.13
Mikania micrantha,7.12575,100.556183,2023-03-18T07:01:36,2023-03-18,29.9,24.2,27.0,0.0,0.0,0.0,19.2,41.8,39790.88
Mikania micrantha,13.18,101.0,2009,2009-01-01,26.6,21.8,24.0,0.0,0.0,0.0,23.9,43.9,11686.22
Mikania micrantha,13.18,101.0,2009,2009-01-01,26.6,21.8,24.0,0.0,0.0,0.0,23.9,43.9,11686.22
Mikania micrantha,12.86705,99.666124,2023-02-17T18:05:39,2023-02-17,27.4,21.1,24.2,0.0,0.0,0.0,16.6,33.1,24479.98
Mikania micrantha,8.089089,98.303539,2023-02-03T11:36:49,2023-02-03,27.2,24.9,25.8,4.0,4.0,11.0,13.7,36.0,20749.3
Mikania micrantha,6.856437,101.252472,2023-01-17T06:52:36,2023-01-17,29.9,22.0,25.7,0.5,0.5,3.0,18.8,36.4,39397.85
Mikania micrantha,-6.76788,108.456057,2020-08-01T08:54,2020-08-01,34.5,19.2,26.7,0.0,0.0,0.0,18.8,44.6,39757.32
Mikania micrantha,1.461247,103.643905,2021-12-24T08:22:57,2021-12-24,28.1,23.5,25.4,9.4,9.4,9.0,12.5,23.8,24227.58
Mikania micrantha,13.700287,100.557246,2023-01-10T14:13:49,2023-01-10,32.1,24.5,27.3,2.7,2.7,2.0,13.8,32.4,33415.41
Mikania micrantha,7.761322,98.770773,2022-12-22T16:09:12,2022-12-22,28.4,25.7,26.9,0.0,0.0,0.0,18.1,23.8,38490.01
Mikania micrantha,18.141569,100.129327,2022-12-26T14:55:30,2022-12-26,28.6,15.9,22.3,0.0,0.0,0.0,9.2,24.1,36585.0
Mikania micrantha,10.34212,123.914487,2022-09-20T08:25:18.489Z,2022-09-20,31.1,26.2,28.3,0.8,0.8,1.0,15.0,29.9,39600.0
Mikania micrantha,9.432587,99.979088,2022-12-01T09:40:49,2022-12-01,28.2,24.2,26.2,1.4,1.4,7.0,10.6,31.3,37602.0
Mikania micrantha,14.438715,101.371264,2022-11-21T08:25,2022-11-21,25.3,19.6,22.0,0.3,0.3,2.0,22.6,52.9,23020.52
Mikania micrantha,17.543339,99.54815,2022-11-19T09:40:47,2022-11-19,30.8,22.9,26.1,0.0,0.0,0.0,10.8,25.6,36492.77
Mikania micrantha,6.943737,100.863303,2022-11-12T11:01:48,2022-11-12,28.6,24.0,26.5,21.1,21.1,13.0,21.1,45.4,34450.18
Mikania micrantha,16.401673,120.56885,2021-07-02T08:36:03.045Z,2021-07-02,23.8,17.0,20.1,28.8,28.8,17.0,10.6,33.1,43200.0
Mikania micrantha,3.162147,101.762797,2020-03-30T04:37:26.427Z,2020-03-30,30.0,24.0,26.9,7.3,7.3,16.0,9.5,25.2,39649.09
Mikania micrantha,14.174617,120.928163,2022-07-15T08:55:46.274Z,2022-07-15,29.7,22.9,25.7,5.8,5.8,9.0,8.7,23.4,39345.24
Mikania micrantha,8.555023,125.944102,2021-07-28T04:15:15.791Z,2021-07-28,33.3,25.5,28.2,5.2,5.2,2.0,12.7,30.6,40741.65
Mikania micrantha,7.614439,125.002525,2021-09-04T10:28:42.334Z,2021-09-04,30.0,22.0,25.2,19.2,19.2,13.0,11.2,25.9,36737.12
Mikania micrantha,8.555023,125.944102,2021-07-28T04:14:07.834Z,2021-07-28,33.3,25.5,28.2,5.2,5.2,2.0,12.7,30.6,40741.65
Mikania micrantha,3.162147,101.762797,2020-03-30T04:45:07.981Z,2020-03-30,30.0,24.0,26.9,7.3,7.3,16.0,9.5,25.2,39649.09
Mikania micrantha,7.804195,125.017105,2022-02-28T07:42:36.384Z,2022-02-28,30.3,22.7,25.7,1.1,1.1,5.0,22.8,44.3,38414.96
Mikania micrantha,3.256645,101.640754,2020-01-28T09:39:01.998Z,2020-01-28,29.6,23.8,26.2,16.0,16.0,19.0,9.3,24.1,28800.0
Mikania micrantha,3.162147,101.762797,2020-03-30T04:50:32.888Z,2020-03-30,30.0,24.0,26.9,7.3,7.3,16.0,9.5,25.2,39649.09
Mikania micrantha,3.226211,101.7786,2022-10-08T13:08:29,2022-10-08,28.5,23.0,25.6,0.5,0.5,2.0,5.9,16.2,8982.88
Mikania micrantha,-6.581376,107.745949,2022-08-15T12:17:50,2022-08-15,31.5,22.1,26.0,3.8,3.8,4.0,10.5,23.0,35829.52
Mikania micrantha,3.161258,101.747189,2022-09-20,2022-09-20,30.0,23.0,26.8,8.2,8.2,8.0,10.8,25.2,31009.21
Mikania micrantha,6.856428,101.252495,2022-09-21T07:34:55,2022-09-21,31.9,24.6,27.4,7.6,7.6,5.0,25.9,49.0,38962.73
Mikania micrantha,1.203714,111.467377,2022-09-11T07:43:15,2022-09-11,30.6,21.9,24.8,20.2,20.2,14.0,9.3,23.8,28800.0
Mikania micrantha,13.768967,100.625563,2022-04-13T16:10,2022-04-13,35.3,27.0,30.4,1.1,1.1,4.0,19.7,39.2,40828.41
Mikania micrantha,3.161247,101.746997,2022-08-12T18:00,2022-08-12,32.5,23.5,27.5,4.1,4.1,5.0,14.7,31.0,37586.69
Mikania micrantha,6.852575,101.243793,2022-08-13T14:21:15,2022-08-13,31.4,23.6,27.2,5.1,5.1,5.0,12.0,25.9,41026.97
Mikania micrantha,-7.627512,110.408646,2019-05-12T08:26:12,2019-05-12,26.4,20.8,22.7,4.4,4.4,13.0,10.0,24.8,39456.32
Mikania micrantha,-7.797377,110.420042,2022-07-17T11:53,2022-07-17,30.0,22.1,25.6,0.1,0.1,1.0,9.1,20.5,22419.69
Mikania micrantha,16.462765,102.810373,2018-11-10T18:24,2018-11-10,29.5,23.4,25.7,6.6,6.6,8.0,13.0,28.1,20316.73
Mikania micrantha,5.786031,101.715587,2022-06-01T12:31:49,2022-06-01,30.3,23.6,26.2,9.5,9.5,7.0,7.8,27.4,29290.0
Mikania micrantha,17.212778,99.830278,2008-04-14,2008-04-14,36.3,27.3,31.3,0.5,0.5,1.0,13.8,30.6,41436.55
Mikania micrantha,3.100121,101.619105,2022-04-30T14:17:15,2022-04-30,31.4,23.3,27.1,8.6,8.6,13.0,10.9,23.0,33735.16
Mikania micrantha,7.189718,125.428603,2022-05-02T10:46,2022-05-02,25.5,22.4,23.4,25.0,25.0,19.0,8.4,22.0,9222.21
Mikania micrantha,7.192658,125.42782,2022-05-01T20:35,2022-05-01,26.1,22.5,23.9,9.3,9.3,10.0,8.8,28.8,18745.56
Mikania micrantha,-7.705123,110.42792,2022-04-05T11:02:59,2022-04-05,27.9,21.4,23.9,6.6,6.6,11.0,10.3,25.2,36478.46
Mikania micrantha,3.0517,101.751962,2022-02-05T11:06:39,2022-02-05,31.1,24.0,26.6,12.3,12.3,6.0,13.2,26.6,28756.9
Mikania micrantha,1.492659,103.741359,2021-05-03T04:46Z,2021-05-03,29.7,24.6,26.7,5.2,5.2,11.0,15.8,31.3,26161.76
Mikania micrantha,14.725603,101.190285,2022-01-24T12:04:14,2022-01-24,30.7,20.0,24.6,0.0,0.0,0.0,8.2,17.3,38475.67
Mikania micrantha,-6.66761,106.750356,2021-09-26T07:25:35Z,2021-09-26,26.4,20.2,22.5,9.9,9.9,11.0,13.9,61.2,35957.44
Mikania micrantha,18.792744,99.103473,2021-10-29T08:29:21,2021-10-29,29.4,21.9,25.2,2.5,2.5,8.0,9.4,22.0,35163.32
Mikania micrantha,-7.346613,108.230894,2021-06-24T16:30:29,2021-06-24,26.6,21.4,23.4,4.6,4.6,7.0,7.8,27.4,20340.82
Mikania micrantha,5.365834,100.535942,2021-07-30T07:45:10,2021-07-30,30.7,24.4,26.6,1.8,1.8,6.0,12.1,26.6,23722.05
Mikania micrantha,-3.435433,114.7265,2021-12-15T10:22,2021-12-15,28.0,23.3,25.2,19.8,19.8,16.0,10.5,27.4,22686.12
Mikania micrantha,7.816211,126.157643,2021-12-02T16:01Z,2021-12-02,27.5,21.4,23.9,1.6,1.6,5.0,9.7,27.0,39236.05
Mikania micrantha,12.958779,124.044072,2021-12-05T07:23:56,2021-12-05,27.2,22.5,25.0,11.5,11.5,16.0,25.1,50.8,38360.31
Mikania micrantha,7.089606,125.444232,2021-03-09T11:59:52,2021-03-09,28.5,22.2,24.1,13.7,13.7,10.0,14.9,41.0,27601.29
Mikania micrantha,3.109427,101.380562,2021-09-30T16:26:41,2021-09-30,27.0,23.6,25.3,9.1,9.1,13.0,14.4,28.4,11678.18
Mikania micrantha,6.892714,125.338181,2021-07-14T12:26,2021-07-14,24.5,19.2,21.5,3.0,3.0,7.0,9.9,30.6,39745.02
Mikania micrantha,6.892728,125.338189,2021-07-14T12:26,2021-07-14,24.5,19.2,21.5,3.0,3.0,7.0,9.9,30.6,39745.02
Mikania micrantha,-6.931416,107.770813,2021-06-11T13:42,2021-06-11,26.5,19.0,22.6,7.7,7.7,15.0,9.2,24.5,38509.54
Mikania micrantha,-7.350915,108.22541,2020-10-17T09:29:38,2020-10-17,27.5,21.6,23.8,4.8,4.8,21.0,9.4,23.8,36023.42
Mikania micrantha,1.675669,125.119576,2018-02-01T21:21,2018-02-01,29.6,23.1,26.1,1.2,1.2,2.0,17.3,38.2,40353.47
Mikania micrantha,1.280219,103.510208,2021-05-02T12:00Z,2021-05-02,30.9,24.2,27.5,1.7,1.7,12.0,13.5,32.0,41303.48
Mikania micrantha,7.191346,125.427015,2021-05-01T14:50,2021-05-01,28.5,21.7,24.5,10.7,10.7,13.0,7.8,25.9,36068.01
Mikania micrantha,1.280187,103.510155,2021-05-02T12:01:12,2021-05-02,30.9,24.2,27.5,1.7,1.7,12.0,13.5,32.0,41303.48
Mikania micrantha,3.116969,101.52356,2021-04-30T09:14Z,2021-04-30,30.1,23.4,25.8,21.9,21.9,14.0,11.8,24.8,17240.73
Mikania micrantha,7.192124,125.455341,2021-05-03,2021-05-03,30.4,23.2,26.8,2.6,2.6,13.0,9.4,29.5,37422.32
Mikania micrantha,3.120527,101.649143,2021-04-30T11:26,2021-04-30,30.3,23.4,25.9,14.9,14.9,15.0,10.1,22.3,16254.79
Mikania micrantha,-7.707332,110.334713,2021-05-02T16:52:05,2021-05-02,30.9,22.5,26.4,1.2,1.2,6.0,8.4,21.2,39489.33
Mikania micrantha,5.355514,100.295938,2021-03-22T11:33:03,2021-03-22,30.8,25.2,27.9,4.3,4.3,15.0,13.8,41.0,39707.32
Mikania micrantha,11.947371,121.941445,2021-02-22T16:33:02,2021-02-22,25.6,23.5,24.6,25.3,25.3,21.0,24.0,56.5,20331.36
Mikania micrantha,4.262913,101.929948,2021-01-31T17:51:45,2021-01-31,29.4,20.8,24.3,3.1,3.1,6.0,8.3,22.3,36000.0
Mikania micrantha,-6.944396,108.317833,2021-01-18T17:04:15,2021-01-18,22.7,19.2,20.6,19.1,19.1,17.0,15.3,35.3,17997.04
Mikania micrantha,-6.83674,107.948801,2021-01-20T18:19:34,2021-01-20,25.7,21.2,22.5,10.2,10.2,15.0,14.0,53.6,19291.11
Mikania micrantha,13.702403,100.502813,2018-03-13T07:56:27,2018-03-13,32.3,24.1,28.2,1.3,1.3,2.0,14.1,23.8,39600.0
Mikania micrantha,7.152787,125.623931,2020-11-23T14:27:15,2020-11-23,30.6,23.8,26.3,4.0,4.0,7.0,12.9,29.5,39325.62
Mikania micrantha,-7.615208,110.430614,2020-10-24T08:34,2020-10-24,26.2,20.2,22.6,20.2,20.2,16.0,10.8,26.3,38618.87
Mikania micrantha,-7.075004,109.697533,2020-10-28T11:55,2020-10-28,27.5,19.8,23.8,12.4,12.4,9.0,11.3,31.3,33442.77
Mikania micrantha,1.843854,102.948062,2020-10-10T13:16Z,2020-10-10,29.0,24.8,26.8,4.7,4.7,9.0,12.3,35.3,32990.84
Mikania micrantha,8.047966,124.97271,2015-04-22T15:28,2015-04-22,26.1,17.5,21.2,0.6,0.6,5.0,12.4,43.9,39928.17
Mikania micrantha,3.12164,101.653252,2019-04-26T15:46,2019-04-26,29.9,24.6,26.8,19.1,19.1,22.0,12.7,28.8,28462.38
Mikania micrantha,3.037571,101.793317,2018-04-27T09:42:37,2018-04-27,31.0,23.5,26.4,5.5,5.5,7.0,10.6,31.0,22273.39
Mikania micrantha,3.037063,101.580648,2019-04-27T08:38:21,2019-04-27,30.8,24.4,27.1,2.0,2.0,11.0,16.8,33.8,30951.63
Mikania micrantha,6.217691,100.615132,2020-06-10T09:39:38,2020-06-10,30.0,24.5,27.1,3.3,3.3,6.0,8.9,23.0,15829.7
Mikania micrantha,-7.641263,110.125546,2020-08-17T14:42,2020-08-17,26.8,18.9,22.1,0.7,0.7,5.0,12.5,32.0,39220.45
Mikania micrantha,-8.638056,115.175,2012-02-17,2012-02-17,28.2,24.4,26.2,1.1,1.1,6.0,11.1,29.9,40338.9
Mikania micrantha,-6.38004,107.5034,2013-09-03,2013-09-03,32.1,22.4,27.0,1.8,1.8,5.0,11.7,29.2,39221.55
Mikania micrantha,-7.811533,110.418359,2020-07-24T06:17,2020-07-24,31.2,20.5,25.3,0.0,0.0,0.0,24.0,44.3,38750.75
Mikania micrantha,-7.812509,110.418661,2020-07-13T06:35,2020-07-13,32.2,22.0,26.4,0.2,0.2,2.0,18.9,36.4,38425.23
Mikania micrantha,-7.811348,110.4189,2020-07-17T06:36,2020-07-17,32.0,21.9,26.2,0.1,0.1,1.0,18.1,37.8,38711.9
Mikania micrantha,4.817453,101.087349,2020-07-16T11:56:57,2020-07-16,29.3,22.1,25.2,12.6,12.6,9.0,7.3,25.2,32224.61
Mikania micrantha,-7.604934,110.394137,2020-06-14T10:02,2020-06-14,24.7,19.0,21.8,18.4,18.4,15.0,10.5,26.3,27345.71
Mikania micrantha,-0.9599,100.4521,2004-12-17,2004-12-17,29.4,22.6,25.4,8.1,8.1,7.0,5.3,28.1,34314.1
Mikania micrantha,-0.9599,100.4521,2002-05-04,2002-05-04,26.6,23.9,25.4,24.3,24.3,21.0,4.7,23.8,20839.74
Mikania micrantha,-0.9599,100.4521,2003-05-24,2003-05-24,28.9,22.6,26.1,0.2,0.2,2.0,7.1,22.3,40891.29
